GID,GID_hr,HER_hr_montype,HR_type,HR_description,HR_age,HR_sex,HR_condition,HR_completeness,HR_posture,HR_orientation,HR_rite
74431,74220,,Cremation,"<Garton Slack, Areas 1 to 33, Grave Group 13 (i) (Brewster p 444, fig 286)>: cremation; lots of charcoal. Both urns were upright and contained 'some human bone' and small quantities of charcoal. ",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74432,74221,,Cremation,"<Garton Slack, Areas 1 to 33, Grave Group 13 (ii) (Brewster p 444, fig 286)>: cremation; lots of charcoal and dusty bone ",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74433,74222,,Cremation,"<Garton Slack, Areas 1 to 33, Grave Group 14 (i) (Brewster p 447, fig 289, 291, 307)>: Cremation of an adult . miniature FV with 25g of twisted, warped amd calcined human bone. These fragments had come from the left hip of an adult and no other bones were present. selective partial burial of a small quantity of a human ",Adult 19-39,Unknown,Burial (Inhumation/Cremation): Curated,Fragment(s),Unknown,Unknown,Unknown
74434,74223,,Cremation,"<Garton Slack, Areas 1 to 33, Grave Group 14 (ii) (Brewster p 447, fig 289, 291, 307)>:  Cremation pit 2 was smaller than cremation pit 1 and contained 2,855g of cremated bone and charcoal. Remains of young adult female who died before her child was born. Lots of charcoal associated with the cremated bone  ",Adult 19-39,Female,Unknown,Complete,Unknown,Unknown,Unknown
74434,74224,,Cremation,Cremation of unborn child still within womb of adult female. Young woman had likely died in childbirth ,Foetus/Neonate,Indeterminate (Child),Unknown,Complete,Unknown,Unknown,Unknown
74435,74225,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980), Much decayed skeleton of a crouched inhumation on left side. Young adolescent c. 14-16 years old of uncertain sex. By skull was belemnite",Subadult 14-18,Indeterminate (Child),Burial (Inhumation): Articulated,Unknown,Crouched (facing left),Unknown,Unknown
74436,74226,,Inhumation,"<Garton Slack, Areas 1 to 33, Grave Group 29(i) (Brewster p 557, figs 397, 398, 402)>: Elderly female; crouched or flexed on right side; head to SE, facing N. In poor condition. Immediately in front of the face and the upper chest was an irregular heap of cremated bone, ash and some charcoal. Total weight of cremated bone that survived was 710g - belonged to the body of a single young adult of unknown sex . Joint burial of cremation and inhumation interesting as there was no break or cut in the grave for the insertion of the cremated bone - so they were simultaneous. ",Old Adult >40,Female,Burial (Inhumation): Articulated,Complete,Flexed (facing right),SE-NW,Unknown
74436,74227,,Cremation,"Garton Slack Barrow Cemetery (Brewster 1980), immediately in front of the face and the upper chest of the adult female was an irregular heap of cremated bone, ash and some charcoal. Total weight of cremated bone that survived was 710g - belonged to the body of a single young adult of unknown sex . Joint burial of cremation and inhumation interesting as there was no break or cut in the grave for the insertion of the cremated bone - so they were simultaneous. Total weight of cremated bone that survived was 710g  ",Adult 19-39,Unknown,,Almost complete,Unknown,Unknown,Unknown
74438,74229,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980),Young adult male inhumation, crouched on left side; head facing east . Tall youth 6 feet in height. Laid in tightly crouched position with knees nearly touching the chest. Flint flake just above the skull. Beaker at feet and in monolyxous coffin. THis grave was E-W and 1.4m long and 1, wide. Brewster (1980: 562) says that there was a second  skeleton was of a man of c. 35 years of age (so not a youth) buried in a flexed position and slumped on the right side and back  in a plank-built coffin. Toes of both feet rested against the bottom edge of the coffin ",Adult 19-39,Male,Burial (Inhumation): Articulated,Complete,Crouched (facing left),E-W,Unknown
74439,74230,,Cremation,Inurned cremation.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74440,74231,,Cremation,Inurned cremation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74441,74232,,Cremation,Inurned cremation ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74442,74233,,Cremation,Inurned cremation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74443,74234,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980), Grave Group 29(iii) (Brewster p 409, fig 570)>: Decayed remains of an infant",Infant <3,Indeterminate (Child),Taphonomy: Decomposed/Degraded,Unknown,Unknown,Unknown,Unknown
74444,74235,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980), Grave Group 29(iv) (Brewster p 573, figs 406, 408)>: Adult male crouched inhumation, crouched left; head facing east. Male c. 25-35 years old with broad and oval skull and long narrow face. Buried in crouched position on left side with head at the E end of the grave, facing south.  ",Adult 19-39,Male,Burial (Inhumation): Articulated,Complete,Crouched (facing left),E-W,Unknown
74445,74236,,Inhumation,"<Garton Slack, Areas 1 to 33, Grave Group 29(v) (Brewster p 581, figs 412, 414, 415)>: Mature adult female; crouched on right side; head facing SW. Older adult female c. 35-45 years old with long, oval skull lying on right side in crouched position with the head to the S. with jet necklacec14 date for skelleton: 3668+/-32 BP; OxA-V-2279-33; 2140-1950 cal BC (@ 95.4%)",Old Adult >40,Female,Burial (Inhumation): Articulated,Complete,Crouched (facing right),SW-NE,Unknown
74445,74237,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980), Adult female; crouched on left side; head facing NE. Small and slight woman probably 25-30 years old and with wide apart eyes and pointed chin and buried on left side in crouched position with the head at NE, facing E. Beaker placed near the head ",Adult 19-39,Female,Burial (Inhumation): Articulated,Complete,Crouched (facing left),NE-SW,Unknown
74446,74238,,Inhumation,"<Garton Slack, Areas 1 to 33, Grave Group 33 (Dent 1983, fig. 2)>: Decayed remains of an infant",Infant <3,Indeterminate (Child),Taphonomy: Decomposed/Degraded,Unknown,Unknown,Unknown,Unknown
74447,74239,,Inhumation,"<Wetwang Slack, Areas 1 to 12, Grave Group 1 (Brewster p 602, figs 443, 444)>: Child inhumation (6-7 years ol); crouched on left side; head facing NE. Rather decayed body; tightly crouched and both knees tightly crouched/ ",Child 3-13,Indeterminate (Child),Taphonomy: Decomposed/Degraded,Unknown,Crouched (facing left),NE-SW,Unknown
74450,74242,,Inhumation,"<Wetwang Slack, Areas 1 to 12, Grave Group 4(i) (Brewster p 642, figs 485, 486)>: Adult male crouched inhumation, crouched left; head facing east . Male c. 25-35 years old with broad face and prominent nose. Skull rested on a mounded pillow of soil. Flint blade / knife placed behind the skull. Grave had been lined with turf ",Adult 19-39,Male,Burial (Inhumation): Articulated,Complete,Crouched (facing left),E-W,Unknown
74451,74243,,Inhumation,"<Wetwang Slack, Areas 1 to 12, Grave Group 4(ii) (Brewster p 653, figs 488-9)>: Child inhumation; crouched on left side; head facing E. Child about 8 years oild. Left foot in normal position but right foot stretched straight down from ankle. Beaker behind head ",Child 3-13,Indeterminate (Child),Burial (Inhumation): Articulated,Complete,Crouched (facing left),E-W,Unknown
74452,74244,,Inhumation,"<Wetwang Slack, Areas 1 to 12, Grave Group 4(iii) (Brewster p 662, figs 490-1)>:Young adult male inhumation ; crouched on left side; head facing S. Perfectly preserved teeth and c. 17-18 years old. Beaker behind back ",Subadult 14-18,Male,Burial (Inhumation): Articulated,Complete,Crouched (facing left),S-N,Unknown
74453,74245,,Inhumation,"<Wetwang Slack, Areas 1 to 12, Grave Group 4(iv) (Brewster p 662, figs 485, 487)>:Young adult female inhumation; very tightly crouched on right side; head facing NE. Very tall inhumation c. 17-25 years old with wide face and vertical forehead. Head to NE and facing E/ Very tightly compressed and crouched bundle of bones and knees pulled up very tightly to chest. Body must have been compressed in some way perhaps bound or trussed or bound in coffin. At feet was jet pendant and bronze fragment behind shoulders. Body resting on very dark loamy mounded deposit, possibly consisting of turves.  NOTE: IN SE corner of FV grave was remains of an inhumation cut by the large grave - ie predates it. With youth with flint . Juvenile 8-10 years old with a broken flint blade ",Adult 19-39,Female,Burial (Inhumation): Articulated,Complete,Crouched (facing right),NE-SW,Unknown
74454,74247,,Inhumation,"<Wetwang Slack, Areas 1 to 12, Grave Group 4 (earlier burial cut by iv) (Brewster p 662, figs 485, 487)>: remains of an inhumation cut by the large grave - ie predates it. With youth with flint . Juvenile 8-10 years old with a broken flint blade ",Child 3-13,Indeterminate (Child),Taphonomy: Disturbed,Unknown,Unknown,Unknown,Unknown
74456,74248,,Inhumation,Coffined Adult male inhumation on right side; head facing west ,Adult 19-39,Male,Burial (Inhumation): Articulated,Complete,Crouched (facing right),W-E,Unknown
74457,74249,,Inhumation,"<Ozengell, Lord of the Manor Site 1, Burial 1A>: A single inhumation burial. No further details.Details from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed_LinkLOMI.htm",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74421,74250,,Cremation,"<Ozengell, Lord of the Manor Site 3, Burial B2>:  ashes and calcined bone beneath inverted Collared urn. Fine dark brown soil was packed around it. No further details availableDetails from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed.htm#V_Lord_of_the_Manor_I_1976.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74422,74251,,Cremation,"<Ozengell, Lord of the Manor Site 4 (Bristow 2001)>:  a quantity of calcined bone. No further details available ",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74423,74252,,Cremation,"<Ozengell, Lord of the Manor Site 5a>: A cremation burial contained in a cordoned urn. No further details available.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74424,74253,,Inhumation,"<Ozengell, Lord of the Manor Site 5>: one of five hr records representing carefully placed skeletal material derived from five adult humans.Details on hr/gg from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed.htm#X_Lord_of_the_Manor_V_1981.",Adult 19-39,Unknown,Burial (Inhumation): Disarticulated,Unknown,Unknown,Unknown,Unknown
74424,74254,,Inhumation,"<Ozengell, Lord of the Manor Site 5>: one of five hr records representing carefully placed skeletal material derived from five adult humans.Details on hr/gg from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed.htm#X_Lord_of_the_Manor_V_1981.",Adult 19-39,Unknown,Burial (Inhumation): Disarticulated,Unknown,Unknown,Unknown,Unknown
74424,74255,,Inhumation,"<Ozengell, Lord of the Manor Site 5>: one of five hr records representing carefully placed skeletal material derived from five adult humans.Details on hr/gg from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed.htm#X_Lord_of_the_Manor_V_1981.",Adult 19-39,Unknown,Burial (Inhumation): Disarticulated,Unknown,Unknown,Unknown,Unknown
74424,74256,,Inhumation,"<Ozengell, Lord of the Manor Site 5>: one of five hr records representing carefully placed skeletal material derived from five adult humans.Details on hr/gg from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed.htm#X_Lord_of_the_Manor_V_1981.",Unknown,Unknown,Burial (Inhumation): Disarticulated,Unknown,Unknown,Unknown,Unknown
74424,74257,,Inhumation,"<Ozengell, Lord of the Manor Site 5>: one of five hr records representing carefully placed skeletal material derived from five adult humans.Details on hr/gg from: http://www.thanetarch.co.uk/Virtual%20Museum/3_Displays/G4%20Displays/Gallery4_Display4_Link2thanet_Link3causewayed.htm#X_Lord_of_the_Manor_V_1981.",Adult 19-39,Unknown,Burial (Inhumation): Disarticulated,Unknown,Unknown,Unknown,Unknown
74458,74258,,Cremation,Mature adult cremation in vessel ,Old Adult >40,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74459,74260,,Inhumation,Poorly preserved infant Child inhumation; flexed and on right side; head facing west ,Infant <3,Indeterminate (Child),Taphonomy: Decomposed/Degraded,Unknown,Flexed (facing right),W-E,Unknown
74460,74261,,Cremation,"Pile of cremated bone (655g) lying in  a trapezoidal area of 1 foot 2 inches by 8 inches wide, along the side of which were carbonised wood remains - possibly from a funerary casketAdult female cremation connected with that of a foetus. The woman had likely died in childbirth",Adult 19-39,Female,,Almost complete,Unknown,Unknown,Unknown
74460,74262,,Cremation,Adult female cremation connected with that of a foetus. The woman had likely died in childbirth,Foetus/Neonate,Indeterminate (Child),Unknown,Almost complete,Unknown,Unknown,Unknown
74461,74263,,Inhumation,Young adult female inhumation; flexed; on right side ; head facing NW. Also a pile of cremated bone  ,Subadult 14-18,Female,Burial (Inhumation): Articulated,Complete,Flexed (facing right),NW-SE,Unknown
74461,74264,,Cremation,Well defined deposit of cremated bone by the right elbow of the female. Discrete deposit that must have once been in a bag or similar container. 1 adult of uncertain sex - 1205g of bone,Adult 19-39,Unknown,Unknown,Almost complete,Unknown,Unknown,Unknown
74462,74265,,Inhumation,"Child flexed inhumation; flexed on right side; head facing W. Dent 1979, p28 figs 4, 7)",Child 3-13,Indeterminate (Child),Burial (Inhumation): Articulated,Complete,Flexed (facing right),W-E,Unknown
74463,74266,,Inhumation,"Grave Group 6(vii) (Dent 1979, p32 figs 6, 7)>: Crouched child inhumation on left side;  head facing north ",Child 3-13,Indeterminate (Child),Burial (Inhumation): Articulated,Unknown,Crouched (facing left),N-S,Unknown
74464,74267,,Inhumation,"Grave Group 6(viii) (Dent 1979, p32 figs 6, 7)> Mature aduilt female inhumation crouched on right side; head facing West",Old Adult >40,Female,Burial (Inhumation): Articulated,Complete,Crouched (facing right),W-E,Unknown
74465,74268,,Inhumation,: Child inhumation crouched on left side; head facing east ,Child 3-13,Indeterminate (Child),Burial (Inhumation): Articulated,Complete,Crouched (facing left),Unknown,Unknown
74466,74269,,Cremation,Grave Group 8(ii) (Dent D2; 1983; fig 2)>: Cremation in Collared Urn ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74467,74270,,Inhumation,Grave Group 9 (Dent D2; 1983; fig 2)>: Young adult male flexed on left side; head facing NE,Subadult 14-18,Male,Burial (Inhumation): Articulated,Complete,Flexed (facing left),NE-SW,Unknown
74468,74271,,Inhumation,<Grave Group 10 (D2)>: Mature adult male crouched on right side; head facing north ,Old Adult >40,Male,Burial (Inhumation): Articulated,Complete,Crouched (facing right),N-S,Unknown
74469,74272,,Inhumation,Grave Group 12(i) (D2)>: Adult male inhumation flexed on left side; head facing east ,Adult 19-39,Male,Burial (Inhumation): Articulated,Complete,Flexed (facing left),E-W,Unknown
74470,74273,,Inhumation,Grave Group 12(ii) (Dent D2; this paper; fig 2)>: Adult male crouched on left side; head facing east,Adult 19-39,Male,Burial (Inhumation): Articulated,Almost complete,Crouched (facing left),E-W,Unknown
