Site_ID,GID,Grave_hierarchy,Formality_factor,HER_grave_montype,Grave_type,Grave_orientation,Grave_description,Number_object_records,Number_hr_records,Giles_2012_catalogue_number,Gg_summary,Hr_summary
40109,74046,,1,,Grave,Unknown,"<gg_summary, Eastburn Aerodrome, Sheppard 1939, 39>: One of 'three earthenware vessels' found, 'each accompanying a burial'",1,1,,Pot (Unknown/Unspecified),Inhumation
40109,74047,,,,Unknown,Unknown,"<gg_summary, Eastburn Aerodrome, Sheppard (1939, 41)>: 'On the arm of a female skeleton a bronze bracelet of great beauty was obtained ...'",1,1,,Bracelet/Bangle (Unknown/Unspecified),Inhumation
60084,74048,Unknown,,,Chamber,Unknown,Large sadly now destroyed chamber; long cairn Note sadly all the grave goods were lost or not discussed. The only artefact found with the skeletons was a ball of quartz apparently mixed with greenstone,1,1,,Pebble,Inhumation
60083,74049,Unknown,,,Chamber,Unknown,"Compartment 1Compartment 1 contained two ulnae and a radius from anadult, the radius, rib and femur of a subadult (I) and the remains of two infants. Two joining fragments of the femur were located at different levels in Compartment 1 and these join with a further fragment from the passageNote the 14C dates from this chamber are much earlier than the others and the skeletons here are of Middle Neolithic date (the others are Late Neolithic)",1,4,,Animal Bone (Other),"Inhumation, Inhumation, Inhumation, Inhumation"
60083,74050,Unknown,,,Chamber,Unknown,"Compartment 2Compartment 2 contained the remains of a minimum oftwo infants, one adult (E) and one subadult at the base of the chamber deposit with some of their remains recovered from the infill behind the stone bench, described above. Compartments 1 and 2 contained over 75% of the infant bones within the chamber.",3,2,,"Pot [Unstan Ware], Pot [Unstan Ware], Pot [Unstan Ware]","Inhumation, Inhumation"
60083,74051,Unknown,,,Chamber,Unknown,"Compartment 3 - this is where most of the human bone came from. Approximately 70% of all human bone recovered on the site was contained within Compartment 3. The most complete set of remains, those of Skeleton C, a subadult aged between 10 and 15 years, were recovered throughout the chamber floor deposit in Compartment 3. Rib fragments, metacarpals and vertebrae from this individual were located at different levels within the deposit. Although the metacarpals were not found in articulis they could be fitted together to provide convincing articulation. Bones from Skeleton A, a male aged between 19 and 30 years, were also recovered from this compartment, as well as the fragmentary remains of a minimum of two further adults (B and F) and an infant.",4,8,,"Animal Joint/Part [Limb], Animal Burial (Specified type), Animal Bone (Other), Necklace","Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation"
60083,74052,Unknown,,,Chamber,Unknown,"Compartment 4. Compartment 4; a minimum number ofone adult, one subadult and an infant, the latter  represented by a single tibia. The adult bones were present in the shattered stone layer of the west cist and within the upper collapse in the compartment",1,2,,Animal Burial (Specified type),"Inhumation, Inhumation"
60090,74054,Unknown,,,Chamber,Unknown,Cell 4,1,1,,Disc,Inhumation
60090,74055,Unknown,,,Chamber,Unknown,"Cell 5 . A min no of 10 adults of both sexes and children. This is cell 5 with a circular cist in S corner 0.8m x 0.25m deep, disturbed by Ferrer. Adult individual with animal bones",3,1,,"Animal Bone (Other), Animal Bone (Other), Pot [Plain Bowl]",Inhumation
60090,74056,Unknown,,,Passage,Unknown,Outer passage ,3,1,,"Pot [Grooved Ware], Animal Bone (Other), Animal Bone (Other)",Inhumation
60090,74058,Secondary,,,Cist,Unknown,Later cist insertion. Disturbed cist built on platform's skirt outside kerb with crushed lamb's skull and jaw ,1,1,,Animal Bone (Other),Inhumation
60090,74059,Unknown,,,Chamber,Unknown,Cell 8 with partial human remains.  In cell 8 a partial vessel was found in direct association with human remains,2,1,,"Pot [Grooved Ware], Knife",Inhumation
60077,74060,Primary,,,Chamber,E-W,Main lower chamber with disarticulated remains (MNI 3 individuals),3,3,,"Pot [Unstan Ware], Pot [Unstan Ware], Knife","Inhumation, Inhumation, Inhumation"
60077,74061,Primary,,,Passage,N-S,Lower passage with 3 piles of bones,4,3,,"Macehead, Arrowhead [Leaf-shaped], Pot [Unstan Ware], Pot [Unstan Ware]","Cremation, Cremation, Cremation"
60077,74062,Secondary,,,Cist,Unknown,Later cist inserted into upper chamber (one of three)In upper chamber from a later inserted cist (one of 3) - cremated bone from one or more adults and broken pottery. These had been broken and disturbed by workmen,1,1,,Pot (Unknown/Unspecified),Cremation
60077,74063,Primary,,,Chamber,E-W,NW recess; crouched inhumation with pottery ,1,1,,Pot [Unstan Ware],Inhumation
60077,74065,Secondary,,,Cist,Unknown,Later cist inserted into upper chamber (one of three)In upper chamber from a later inserted cist (one of 3) - cremated bone from one or more adults and broken pottery. These had been broken and disturbed by workmen,1,1,,Pot (Unknown/Unspecified),Cremation
60077,74066,Secondary,,,Cist,Unknown,Later cist inserted into upper chamber (one of three)In upper chamber from a later inserted cist (one of 3) - cremated bone of a child and broken pottery. These had been broken and disturbed by workmen,1,1,,Pot [Urn (Unknown/Unspecified)],Cremation
72908,74067,,1,,Grave,N-S,"<Halkon et al (2015, 172) Burnby Lane, Hayton Grave 2.1>: Grave: N-S aligned, sub-rectangular in plan. A post hole at the southern end of the grave may represent the remains of a grave marker.Hr: Inhumation burial of an adult woman, aged 30-35. She was placed in a flexed position on her LHS, facing east. Minor degenerative changes were noted on the vertebra, fingers and shoulder joints; there were possible signs of trauma on the lower leg; the lower arms may have been noticably muscly.Gg: six fragments from a cu-alloy spiral toe ring were found on her right foot. The ring was made from flattened wire, was oval in section and the terminals were tapered. NB pot sherds spanning the Iron Age to the 2nd century AD were recovered from the grave fill and are not recorded here. ",1,1,,Ring (Hand/Toe/Ear) [Ring (Toe)],Inhumation
60071,74068,Unknown,1,,Chamber,N-S,"Clouston 1885: 344 <The third compartment of the chamber, lying to the north of that which is entered by the passage, varies from 5 feet 8 inches to 6 feet in measurement from east to west, and averages a trifle over 4 feet in length from north to south. The black stratum which covered the floor of the second compartment extended a couple of feet or so into this compartment, and also into the first compartment and the passage. A large quantity of bones were found in this third compartment, among which, close to the door of the side chamber, opening off it, there were several large vertebrae. A flint implement, 3| inches long, of the class styled by Mr Evans as ""fabricators or flaking tools, and other flints anda pebble,"" was the only relic discovered here, with the exception of a few fragments of pottery>Henshall and Davison (1989: 167)  say that most of the finds and animal bones etc came from this chamber leading off the passageway ",5,2,,"Pot [Unstan Ware], Arrowhead [Leaf-shaped], Animal Bone (Other), Pounder/Rubber (Unknown/Unspecified), Flake","Inhumation, Inhumation"
60071,74069,Unknown,,,Chamber,N-S,"Clouston 1885: 344-5 <The side chamber opens off the third compartment on its west side. The door is formed of two large upright stones, thus making a short passage. Unlike the rest of the building, with the exception of the passage, the roof here is entire, its height being 1m high. There were two distinct burials here, in the contracted posture, one of the skulls being the most complete of any of those found, though scarcely half remained. A tooth, which has been pronounced by Dr Garson to be that of a small dog, was found near the door. A stone pounder lay under the bones of one of the skeletons, and this, with two flakes, comprised the whole of the relics found>",2,2,,"Pounder/Rubber (Unknown/Unspecified), Flake","Inhumation, Inhumation"
60071,74070,Unknown,,,Chamber,N-S,Clouston 1885: 345 <The fourth compartment measures nearly 2m from east to west and about 4 feet from door to door. Only a few fragments of pottery and a quantity of bones were found here. On the east side there seems to have been a rude pavement of the same kind as in the first compartment>,2,1,,"Pot [Unstan Ware], Pot [Unstan Ware]",Inhumation
60071,74071,Unknown,,,Chamber,Unknown,"Clouston 1885: 345 <The fifth compartment, at the northern extremity of the chamber, is the smallest of the chambers. It measures only 3 feet from the door to the end wall, and the sides taper northwards to 3 feet 9 inches. This compartment, as has already been stated, resembles that at the other end of the chamber, in having a stone placed across the door, and an end wall composed partly of one flagstone. It has also stones jutting out from the wall at a height of about 4 feet above the clay floor. Large stones were laid on the floor, which may have been covered, as in the side chamber, with a flagstone; but, if so, it was too much broken to be recognised. A small and rudely formed arrow-head was found here. Some burials, and several small fragments of pottery, were also found; also, at a higher level than any other relic, a small piece of ornamented pottery of different pattern from all the others.>Note the latter is a sherds of decorated Grooved ware (judging by the photograph) ",3,1,,"Arrowhead [Leaf-shaped], Arrowhead [Leaf-shaped], Pot [Unstan Ware]",Inhumation
72909,74072,,1,,Grave,NE-SW,"<Halkon et al. (2015, 476), Glen Garth, Hayton, Grave 294>:Grave: rectangular grave, aligned NE-SWHr: inhumation burial of an older child (9-12) on the RHS with the head to the NEGg: short-bladed iron knife with a triangular blade (and tang) and an antler handle; two iron bars with tapered points and shafts at the opposite end, interpreted by Millett (same volume, 529) as possible wood or horn-working tools",3,1,,"Knife, Tool (Unknown/Unspecified), Tool (Unknown/Unspecified)",Inhumation
30030,74074,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C2 and C3>:Paired urns, with one urn containing the burnt human remains, the other (badly damaged) operating as an accessory vessel.C2 and C3 were deposited in an inverted position.C2 contained a grooved jet or lignite bead.rc dated to the EBA: Urn C2: University of Washington; CAR-448; 3610+/-70 bp; no details given of material datedNB At one point Lynch (1991) suggests the lignite bead was in C6, elsewhere, she suggests it was in C2)",3,1,,"Pot [Collared Urn], Bead(s), Pot [Collared Urn]",Cremation
30030,74075,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C4>:C4 was deposited in an inverted position.The vessel is difficult to classify but is potentially a collared urn.",1,1,,Pot [Collared Urn],Cremation
30030,74076,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C5 and C6>:Paired urns, with one urn containing the burnt human remains, the other (badly damaged) operating as an accessory vessel. These urns were in separate, intercutting graves.C5 was deposited in an inverted position.C6 was deposited in an upright position. It is not recorded here as it could be a later vessel and is not directly associated with hrrc dated to the EBA: Urn C6: University of Washington; CAR-453; 3760+/-60 bp; no details given of material dated",1,1,,Pot [Collared Urn],Cremation
30030,74077,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C7>:C7 was deposited in an upright position.",1,1,,Pot [Collared Urn],Cremation
30030,74078,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C8>:C8 was deposited in an inverted position.rc dated to the MBA (this date seems dodgy as definitely an EBA looking urn ...): Urn C8: University of Washington; CAR-456; 3090+/-70 bp; no details given of material dated",1,1,,Pot [Collared Urn],Cremation
30030,74079,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C9>:C9 was deposited in an inverted position.Flat slab over base of vessel.The urn had a 'food vessel-like' profile (358).",2,1,,"Pot [Food Vessel], Lid",Cremation
30030,74080,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C10>:C10 was deposited in an inverted position. It was damaged upon deposition.The vessel contained a split bone point. The location of the two finely worked flint scrapers in the grave is not specified.rc dated to the later EBA: Urn C10: University of Washington; CAR-449; 3390+/-70 bp; no details given of material dated",4,1,,"Pot [Collared Urn], Point (Unknown/Unspecified), Scraper, Scraper",Cremation
30030,74081,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C11>:C11 was deposited in an upright position.rc dated to the EBA: Urn C11: University of Washington; CAR-451; 3675+/-70 bp; no details given of material datedNB date not recalibrated/entered but grouped for dating with C2 based on Lynch's (1991, 356) phasing",1,1,,Pot [Collared Urn],Cremation
30030,74082,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C12>:C12 was deposited in an inverted position.There was a flat slab over base.The vessel has both food-vessel and collared urn features. It contained 'the bones of a child' and 'a small pigmy or incense cup'rc dated to the EBA: Urn C12: University of Washington; CAR-452; 3760+/-70 bp; no details given of material datedNB date not recalibrated/entered but grouped for dating with C2 based on Lynch's (1991, 356) phasing",3,1,,"Pot [Food Vessel], Lid, Pot [Miniature/Pygmy Vessel]",Cremation
30030,74083,,1,,Cist,Unknown,"<Lynch 1991, Capel Eithin C13>:C13 was deposited in an inverted position.Flat slab over base of pit.The urn was damaged upon deposition. It had a 'food vessel-like' profile.",2,1,,"Pot [Food Vessel], Lid",Cremation
30030,74084,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C14>: One of two pits with very few scraps of cremated bone and later Bronze/Early Iron Age pots. One of these (represented here) was a straight-sided jar with holes under the rim. (353)NB date assigned based on association with C15",1,1,,Pot (Unknown/Unspecified),Cremation
30030,74085,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C15>: One of two pits with very few scraps of cremated bone and later Bronze/Early Iron Age pots. One of these (represented here) was a straight-sided jar with holes under the rim but was badly damaged (353)rc dated to the EIA (potentially dodgy depending on what was dated): Urn C15: University of Washington; CAR-455; 2530+/-70 bp; no details given of material dated",1,1,,Pot (Unknown/Unspecified),Cremation
30030,74086,,1,,Pit,Unknown,"<Lynch 1991, Capel Eithin C16>: The vessel contained fragments of antlerrc dated to the later EBA; Urn C16: University of Washington; CAR-482; 3410+/-70 bp; no details given of material datedNB date not recalibrated/entered but grouped for dating with C10 based on Lynch's (1991, 356) phasing",2,1,,"Pot [Collared Urn], Animal Bone (Other)",Cremation
20151,74091,,,,Ditch/gully,Unknown,Two secondary burials in the primary fills of the barrow ditch - with a kite-shaped (leaf-shaped) arrowhead ,2,2,,"Arrowhead [Leaf-shaped], Shroud","Inhumation, Inhumation"
10049,74093,Unknown,,,Pit,Unknown,"five earthen jars from twelve to twenty inches deep"", filled with burnt bones, were found at a depth of 45cm, while planting trees and shrubs in the lawn at Cotna. Among the Truro Museum accessions for 1854 were portions of seven urns found at Cotna. Sheppard lists the finds and records them as now lo",1,1,,Pot [Trevisker],Cremation
