GID_date,C14_date_BP,C14_date_StDev,C14_date_calBC,C14_calibration_programme,C14_calibration_curve,Dating_lab,Lab_date_ID,HER_material_dated,Material_dated,C14_combined,Dating_notes
87319,3740,90,2460-1910,,,Harwell,HAR-6652,,Charcoal (oak),Uncal: 3740±90; Cal: 2460-1910,pyre debris 
87326,3410,50,1880-1600,,,"Groningen Accelerator, The Netherlands",GrA-30170,,Human bone (cremated),Uncal: 3410±50; Cal: 1880-1600,Despite being with Beaker this date is EBA and quite late in EBA 
87358,2449,25,752 to 412 cal BC,OxCal 4.3,IntCal13,Scottish Universities Environmental Research Centre,SUERC-42054,,Charcoal (other specified type),Uncal: 2449±25; Cal: 752 to 412 cal BC,ulex charcoal 95.4% probability
87362,3430,45,1880 to 1610 cal BC,Not known,Not known,Scottish Universities Scotland Research & Reactor Centre,GU-11390,,Human bone (cremated),Uncal: 3430±45; Cal: 1880 to 1610 cal BC,Cremated bone from fill of cist 1040
87362,3315,40,1690 to 1510 cal BC,Not known,Not known,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-53155,,Charcoal (other specified type),Uncal: 3315±40; Cal: 1690 to 1510 cal BC,Salix charcoal from within fill of cist 1040
87373,3290,60,1738 to 1440 cal BC,Not known,Not known,Scottish Universities EnvironmentalResearch Centre,GU-4881,,Charcoal (other specified type),Uncal: 3290±60; Cal: 1738 to 1440 cal BC,Alnus charcoal. Calibrated dates taken from Downes 2005
20459,3789,30,2320-2040,,,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-23746,,Human bone (unburnt),Uncal: 3789±30; Cal: 2320-2040,Femur 
87408,3789,30,2320-2040,,,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-23746,,Human bone (unburnt),Uncal: 3789±30; Cal: 2320-2040,femur
87423,,,1880-1670,,,,,,,Uncal: ±; Cal: 1880-1670,
87430,2850,40,1127 to 906 cal BC,OxCal 4.3,IntCal13,"Belfast, Northern Ireland",UB-5128,,Charcoal (other specified type),Uncal: 2850±40; Cal: 1127 to 906 cal BC,Charcoal (betula)
87432,2940,85,1393 to 926 cal BC,OxCal 4.3,IntCal13,"Belfast, Northern Ireland",UB-2162,,Charcoal (other specified type),Uncal: 2940±85; Cal: 1393 to 926 cal BC,Charcoal corylus
87467,3350,60,1869 to 1498 cal BC,OxCal 4.3,IntCal13,"Groningen Accelerator, The Netherlands",Gr-21698,,Human bone (cremated),Uncal: 3350±60; Cal: 1869 to 1498 cal BC,Summarised in Sheridan 2003
60281,3105,35,1450 to 1290 cal BC,OxCal 3.10,Not known,Scottish Universities Environmental Research Centre,GU-13838,,Human bone (unburnt),Uncal: 3105±35; Cal: 1450 to 1290 cal BC,Skeleton: left talus95.4% confidence (Barrowman and Innes 2009)
60273,2210,40,386 to 183 cal BC,OxCal 4.1,Not known,Scottish Universities Environmental Research Centre,SUERC-5368,,Human bone (unburnt),Uncal: 2210±40; Cal: 386 to 183 cal BC,Human Left Ulna (95% confidence)
60279,2050,30,170 cal BC to 20 cal AD,Not known,Not known,Scottish Universities Environmental Research Centre ,SUERC-24241,,Human bone (unburnt),Uncal: 2050±30; Cal: 170 cal BC to 20 cal AD,Partial juvenile skeletonplaced into pits belowroundhouse floor (Tucker and Armit 2009)
87574,2075,30,180 to 0 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre ,SUERC-24242,,Human bone (unburnt),Uncal: 2075±30; Cal: 180 to 0 cal BC,Butchered juvenile cattle remains placed into pits below roundhouse floor (95% probability)
10058,3515,90,2046-1622,,,"National Physics Laboratory, Middlesex",NPL-193,,Charcoal (oak),Uncal: 3515±90; Cal: 2046-1622,From charcoal of cremation 2
10066,3460,70,1955-1613,,,British Museum,BM-2472,,Charcoal (oak),Uncal: 3460±70; Cal: 1955-1613,
87836,3410,30,1774-1624,,,Scottish Universities Environmental Research Centre,SUERC-38740,,Human bone (cremated),Uncal: 3410±30; Cal: 1774-1624,
87836,3460,30,1881-1692,,,Scottish Universities Environmental Research Centre,SUERC-38741,,Human bone (cremated),Uncal: 3460±30; Cal: 1881-1692,
88168,3495,30,1900-1740,,,Scottish Universities Environmental Research Centre,SUERC-38748,,Human bone (cremated),Uncal: 3495±30; Cal: 1900-1740,
88168,3485,30,1891Ð1738,,,Scottish Universities Environmental Research Centre,SUERC-38749,,Human bone (cremated),Uncal: 3485±30; Cal: 1891Ð1738,
88325,2171,26,360 to 110 cal BC,Not known,IntCal04,Oxford Radiocarbon Accelerator Laboratory,OxA-17508,,Animal/bird bone,Uncal: 2171±26; Cal: 360 to 110 cal BC,bone point from grave (95% confidence)
88362,3150,90,1630-1220,,,Harwell,HAR-6926,,Charcoal (unspecified),Uncal: 3150±90; Cal: 1630-1220,
88380,3330,80,1880-1440,Not known,,Oxford Radiocarbon Accelerator Unit,OxA-821,,Charcoal (unspecified),Uncal: 3330±80; Cal: 1880-1440,
88381,3680,80,2320-1880,,,Harwell,HAR-6651,,Charcoal (unspecified),Uncal: 3680±80; Cal: 2320-1880,
88383,3110,70,1520-1220,,,Harwell,HAR-6654,,Charcoal (unspecified),Uncal: 3110±70; Cal: 1520-1220,Middle BA! Yet the vessel is a Food Vessel...odd!
88385,3280,120,1880-1330,,,Harwell,HAR-6927,,Charcoal (unspecified),Uncal: 3280±120; Cal: 1880-1330,
88397,3610,30,2040-1880,,,Scottish Universities Environmental Research Centre,SUERC-15536,,Human bone (cremated),Uncal: 3610±30; Cal: 2040-1880,
88401,3460,70,1890-1690,,,British Museum,BM-2472,,Charcoal (oak),Uncal: 3460±70; Cal: 1890-1690,oak sapwood from stone capped pit 
88469,3460,70,1970-1600,,,British Museum,BM-2472,,Charcoal (unspecified),Uncal: 3460±70; Cal: 1970-1600,charcoal from pit and under vessel 
88523,3320,35,1690-1510,,,Scottish Universities Environmental Research Centre,SUERC-15589,,Human bone (cremated),Uncal: 3320±35; Cal: 1690-1510,Note the cremated bone is much later than the Beaker and LN vessels (were they repurposed from the earlier funerary activity in this entrance grave?)
88523,3305,35,1690-1500,,,Scottish Universities Environmental Research Centre,SUERC-15590,,Human bone (cremated),Uncal: 3305±35; Cal: 1690-1500,skull fragment of cremation 
88527,3489,59,1957-1660,,,British Museum,BM-935,,Charcoal (other specified type),Uncal: 3489±59; Cal: 1957-1660,charcoal from inside the Collared Urn 
88684,4225,60,3350-2450,,,"Cambridge, England",Q-1225,,Animal/bird bone,Uncal: 4225±60; Cal: 3350-2450,red deer bone from chamber
88720,4010,60,2900-2200,OxCal 3.10,,"Cambridge, England",Q-1222,,Animal/bird bone,Uncal: 4010±60; Cal: 2900-2200,From chamber 
88720,4340,65,3350-2600,OxCal 3.10,,"Cambridge, England",Q-1223,,Animal/bird bone,Uncal: 4340±65; Cal: 3350-2600,
88720,4300,60,3350-2550,OxCal 3.10,,"Cambridge, England",Q-1224,,Animal/bird bone,Uncal: 4300±60; Cal: 3350-2550,
80484,3585,55,2130-1740,,,"Oxford Radiocarbon Accelerator Unit, England",OxA-4607,,Animal/bird bone,Uncal: 3585±55; Cal: 2130-1740,red deer antler from cist 
88759,4010,35,2588-2467,Not known,,Scottish Universities Environmental Research Centre,SUERC-4847,,Animal/bird bone,Uncal: 4010±35; Cal: 2588-2467,date on dog skull 
88760,3965,40,2576-2345,,,Scottish Universities Environmental Research Centre,SUERC-4848,,Animal/bird bone,Uncal: 3965±40; Cal: 2576-2345,date on dog skull 
88765,4025,40,2636-2466,,,Scottish Universities Environmental Research Centre,SUERC-4849,,Animal/bird bone,Uncal: 4025±40; Cal: 2636-2466,dog skull from central chamber 
88788,4395,60,3340-2890,,,Scottish Universities Environmental Research Centre,GU-2067,,Human bone (unburnt),Uncal: 4395±60; Cal: 3340-2890,
88791,4690,40,3630-3360,,,"Groningen Accelerator, The Netherlands",GrA-25638,,Human bone (unburnt),Uncal: 4690±40; Cal: 3630-3360,
88812,4430,60,3340-2910,Not known,,Scottish Universities Environmental Research Centre,GU-2068,,Human bone (unburnt),Uncal: 4430±60; Cal: 3340-2910,
88904,4600,50,3520-3100,,,"Utrecht van der Graaf Laboratorium, The Netherlands",UtC-1659,,Human bone (unburnt),Uncal: 4600±50; Cal: 3520-3100,"Skeleton D, compartment 1"
88908,4680,50,3615-3350,,,"Utrecht van der Graaf Laboratorium, The Netherlands",UtC-1660,,Human bone (unburnt),Uncal: 4680±50; Cal: 3615-3350,"Skeleton E, compartment 2 floor deposit (could this be redplaced from compartment 1)"
88908,4360,50,3105 to 2890 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,GU-2940,,Human bone (unburnt),Uncal: 4360±50; Cal: 3105 to 2890 cal BC,"Skeleton I, Compartments 1 & 2, floor deposit"
88907,4250,90,3045-2585,,,Scottish Universities Environmental Research Centre,GU-2934,,Human bone (unburnt),Uncal: 4250±90; Cal: 3045-2585,Sk A compartment 3
88907,4390,60,3290-2900,,,Scottish Universities Environmental Research Centre,GU-2936,,Human bone (unburnt),Uncal: 4390±60; Cal: 3290-2900,SK C compartment 3
88907,4680,50,3615-3350,,,"Utrecht van der Graaf Laboratorium, The Netherlands",UtC-1658,,,Uncal: 4680±50; Cal: 3615-3350,"Sk B, compartment 3 (redeposited from compartment 1?) "
88909,3610,100,2270-1715,,,Scottish Universities Environmental Research Centre,GU-2945,,Animal/bird bone,Uncal: 3610±100; Cal: 2270-1715,"Bird bone Compartment 4 (106, sample 4771)"
88992,2010,40,156 cal BC to cal AD 75,Not known,Not known,"Beta Analytic Radiocarbon Dating Lab, Miami",Beta-263405,,Human bone (unburnt),Uncal: 2010±40; Cal: 156 cal BC to cal AD 75,95.4% probability
89029,3610,70,2195 to 1767 cal BC,OxCal 4.3,IntCal13,University of Washington,CAR-448,,Uncertain,Uncal: 3610±70; Cal: 2195 to 1767 cal BC,Urn C2: University of Washington; CAR-448; 3610+/-70 bp; no details given of material dated
89030,3090,70,1502 to 1131 cal BC,OxCal 4.3,IntCal13,University of Washington,CAR-456,,Uncertain,Uncal: 3090±70; Cal: 1502 to 1131 cal BC,Urn C8: University of Washington; CAR-456; 3090+/-70 bp; no details given of material dated
89031,3390,70,1882 to 1527 cal BC,OxCal 4.3,IntCal13,University of Washington,CAR-449,,Uncertain,Uncal: 3390±70; Cal: 1882 to 1527 cal BC,Urn C10: University of Washington; CAR-449; 3390+/-70 bp; no details given of material dated
89041,2530,70,807 to 430 cal BC,OxCal 4.3,IntCal13,University of Washington,CAR-455,,Uncertain,Uncal: 2530±70; Cal: 807 to 430 cal BC,Urn C15: University of Washington; CAR-455; 2530+/-70 bp; no details given of material dated
89295,3660,40,2190-1920,,,"Groningen Accelerator, The Netherlands",GrA-26543,,Human bone (cremated),Uncal: 3660±40; Cal: 2190-1920,
89297,3660,40,2190-1920,,,"Groningen Accelerator, The Netherlands",GrA-26543,,Human bone (cremated),Uncal: 3660±40; Cal: 2190-1920,
89339,3550,35,1950-1770,,,Scottish Universities Environmental Research Centre,GU-12121,,Human bone (cremated),Uncal: 3550±35; Cal: 1950-1770,cremated human humerus from cist 4
89348,3460,40,1889-1682,,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-51369,,Human bone (cremated),Uncal: 3460±40; Cal: 1889-1682,femur
80620,3380,90,1899-1494,,,Scottish Universities Environmental Research Centre,GU-4880,,Charcoal (unspecified),Uncal: 3380±90; Cal: 1899-1494,charcoal from floor of cist and under urn (Ashmore 1997 DES: 115)
60238,,, 3030-2620 ,,,,,,,Uncal: ±; Cal:  3030-2620 ,
60271,,,1500-1310,,,Scottish Universities Environmental Research Centre,GU-20480,,Human bone (cremated),Uncal: ±; Cal: 1500-1310,
89976,3767,47,2347-2039,,,"Belfast, Northern Ireland",UB-3305,,Human bone (unburnt),Uncal: 3767±47; Cal: 2347-2039,
89977,3767,47,2347-2039,Not known,,"Belfast, Northern Ireland",UB-3305,,Human bone (unburnt),Uncal: 3767±47; Cal: 2347-2039,
89981,3715,54,2290-1970,Not known,,"Belfast, Northern Ireland",UB-3304,,Human bone (unburnt),Uncal: 3715±54; Cal: 2290-1970,femur 
89986,3844,30,2459-2201,,,"Belfast, Northern Ireland",UB-3306,,Human bone (unburnt),Uncal: 3844±30; Cal: 2459-2201,femur 
90001,,,3490-2930,,,Harwell,HAR-9158,,Human bone (unburnt),Uncal: ±; Cal: 3490-2930,
90006,3525,30,1935-1756,OxCal 4.1,,Scottish Universities Environmental Research Centre,SUERC-41363 ,,Human bone (cremated),Uncal: 3525±30; Cal: 1935-1756,
90107,3618,31,2119Ð1892 ,,,Scottish Universities Environmental Research Centre,SUERC 69665 ,,Human bone (unburnt),Uncal: 3618±31; Cal: 2119Ð1892 ,tooth
50705,3505,35,1930-1740,,,Scottish Universities Environmental Research Centre,SUERC-40721,,Human bone (unburnt),Uncal: 3505±35; Cal: 1930-1740,
90239,3525,30,1935 to 1756 cal BC,OxCal 4.1,Not known,Scottish Universities EnvironmentalResearch Centre,SUERC-38742,,Human bone (cremated),Uncal: 3525±30; Cal: 1935 to 1756 cal BC,"SUERC-38742, 3525 ± 30BP (1935Ð1756 cal BC)"
90239,3565,30,2021 to 1777 cal BC,OxCal 4.1,Not known,Scottish Universities EnvironmentalResearch Centre,SUERC-38743,,Human bone (cremated),Uncal: 3565±30; Cal: 2021 to 1777 cal BC,"SUERC-38743, 3565 ± 30 BP (2021Ð1777 cal BC)"
90239,3575,30,2041 to 1956 cal BC,OxCal 4.1,Not known,Scottish Universities EnvironmentalResearch Centre,SUERC-38744,,Human bone (cremated),Uncal: 3575±30; Cal: 2041 to 1956 cal BC,"SUERC-38744, 3575 ± 30 BP (2041Ð1956 cal BC)"
90270,3175,50,1600 to 1320 cal BC,Not known,Not known,"Oxford Radiocarbon Accelerator Unit, England",OxA-6141,,Pot residue,Uncal: 3175±50; Cal: 1600 to 1320 cal BC,"Ring ditch X; Pottery vessel 38, sooty residue; 95% probability"
50370,3700,50,2289 to 1925 cal BC,Not known,Not known,British Museum,BM-2923,,Human bone (unburnt),Uncal: 3700±50; Cal: 2289 to 1925 cal BC,"Bone collagen, 95% confidence"
50372,3640,50,2180 to 1890 cal BC,Not known,Not known,British Museum,BM-2898,,Human bone (unburnt),Uncal: 3640±50; Cal: 2180 to 1890 cal BC,"Bone collagen, 95% confidence"
90643,3740,90,2458 to 1936 cal BC,OxCal 4.3,IntCal13,Harwell,HAR-6640,,Charcoal (unspecified),Uncal: 3740±90; Cal: 2458 to 1936 cal BC,95% confidence
90647,3440,100,2017 to 1508 cal BC,OxCal 4.3,IntCal13,Harwell,HAR-8098,,Charcoal (unspecified),Uncal: 3440±100; Cal: 2017 to 1508 cal BC,95% confidence
90651,1956,31,39 cal BC to AD 124,OxCal 4.3,IntCal13,Scottish Universities Environmental Research Centre,SUERC-56999,,Uncertain,Uncal: 1956±31; Cal: 39 cal BC to AD 124,Details of dated material not known95.5% confidence
90652,1919,29,5 to 136 cal AD,OxCal 4.3,IntCal13,Scottish Universities Environmental Research Centre,SUERC-57000,,Uncertain,Uncal: 1919±29; Cal: 5 to 136 cal AD,Details about material dated not known95.5% confidence
90697,2076,30,183 to 1 cal BC,OxCal 4.3,IntCal13,Scottish Universities Environmental Research Centre,SUERC 49277,,Uncertain,Uncal: 2076±30; Cal: 183 to 1 cal BC,SUERC 49277; 2076 ± 30 BP95.4% confidence
20419,3560,70,2130 to 1710 cal BC,Not known,Not known,Harwell,HAR-9159,,Human bone (unburnt),Uncal: 3560±70; Cal: 2130 to 1710 cal BC,
90723,3191,41,1606 to 1304 cal BC,OxCal 4.3,IntCal13,University of Waikato,Wk-21461,,Human bone (cremated),Uncal: 3191±41; Cal: 1606 to 1304 cal BC,95% confidence
90728,3555,26,2008 to 1776 cal BC,OxCal 4.3,IntCal13,Scottish Universities Environmental Research Centre ,SUERC-42056,,Human bone (cremated),Uncal: 3555±26; Cal: 2008 to 1776 cal BC,95% confidence
90764,3700,50,2210 to 1940 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-22966,,Charcoal (oak),Uncal: 3700±50; Cal: 2210 to 1940 cal BC,
90765,4480,50,3360 to 3100 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-22954,,Human bone (cremated),Uncal: 4480±50; Cal: 3360 to 3100 cal BC,
90832,3660,50,2150 to 1880 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-19988,,Human bone (cremated),Uncal: 3660±50; Cal: 2150 to 1880 cal BC,Sheridan 2002
90835,3600,50,2050 to 1860 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-19988,,Human bone (cremated),Uncal: 3600±50; Cal: 2050 to 1860 cal BC,
90843,3410,55,1883 to 1608 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,GU-1174,,Pot residue,Uncal: 3410±55; Cal: 1883 to 1608 cal BC,
90845,3360,50,1856 to 1520 cal BC,Not known,Not known,Scottish Universities EnvironmentalResearch Centre,GU-3488,,Human bone (unburnt),Uncal: 3360±50; Cal: 1856 to 1520 cal BC,femur
83133,3170,80,1540 cal BC to 1360 cal BC,Not known,Not known,Harwell,Har-10059 ,,Uncertain,Uncal: 3170±80; Cal: 1540 cal BC to 1360 cal BC,Har-10059      3170 = 80 BP (1200 bc = 80)Calibrated ranges:   one sigma:         1540 cal BC to 1360 cal BC                                 two sigma:         1670 cal BC to 1230 cal BC
90902,3487,70,1976 to 1634 cal BC,Not known,Not known,Harwell,HAR-1281,,Charcoal (unspecified),Uncal: 3487±70; Cal: 1976 to 1634 cal BC,
90909,3550,70,2044 to 1730 cal BC,Not known,Not known,Harwell,HAR-1236,,Charcoal (unspecified),Uncal: 3550±70; Cal: 2044 to 1730 cal BC,
91072,3450,90,1977 to 1593 cal BC,Not known,Not known,Harwell,HAR-1878,,Charcoal (unspecified),Uncal: 3450±90; Cal: 1977 to 1593 cal BC,
88067,3470,70,1964 to 1620 cal BC,OxCal 4.3,IntCal13,Harwell,HAR-654,,Charcoal (oak),Uncal: 3470±70; Cal: 1964 to 1620 cal BC,From coffin
81160,4180,190,3003 to 2488 cal BC,OxCal 4.3,IntCal13,British Museum,BM-249,,Human bone (unburnt),Uncal: 4180±190; Cal: 3003 to 2488 cal BC,human femur
87495,2085,30,200 to 30 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-27911,,Human bone (unburnt),Uncal: 2085±30; Cal: 200 to 30 cal BC,SUERC-27911; Scottish Universities Environmental Research Centre; 2085+/- 30; 200 to 30 cal BC (95% probability)
87492,2130,35,360 to 40 cal BC ,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-8406,,Human bone (unburnt),Uncal: 2130±35; Cal: 360 to 40 cal BC ,SUERC-8406; Scottish Universities Environmental Research Centre; 2130 +/- 35; 360 to 40 cal BC (95% probability)
87491,2028,37,161 cal BC to cal AD 57,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-42231,,Human bone (unburnt),Uncal: 2028±37; Cal: 161 cal BC to cal AD 57,SUERC-42231; Scottish Universities Environmental Research Centre; 2028 +/-37; 161 cal BC to cal AD 57 (95% probability)
87490,2070,30,80 cal BC to cal AD 0,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-27922,,Human bone (unburnt),Uncal: 2070±30; Cal: 80 cal BC to cal AD 0,SUERC-27922; Scottish Universities Environmental Research Centre; 2070+/- 30; 80 cal BC to cal AD 0 (95% probability)
87489,2070,30,80 cal BC to cal AD 0,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-27922,,Human bone (unburnt),Uncal: 2070±30; Cal: 80 cal BC to cal AD 0,SUERC-27922; Scottish Universities Environmental Research Centre; 2070+/- 30; 80 cal BC to cal AD 0 (95% probability)
87488,1950,35,40 cal BC to cal AD 130,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-8401,,Human bone (unburnt),Uncal: 1950±35; Cal: 40 cal BC to cal AD 130,SUERC-8401; Scottish Universities Environmental Research Centre; 1950+/-35; 40 cal BC to cal AD 130 (95%)
30394,3570,60,2040 to 1750 cal BC,Not known,Not known,"Beta Analytic Radiocarbon Dating Lab, Miami",Beta-186978,,Charcoal (unspecified),Uncal: 3570±60; Cal: 2040 to 1750 cal BC,Beta-186978; 3570+/-60; 2040 to 1750 cal BC; Charcoal from grave fill?
91282,3375,35,1740 to 1645 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-30872,,Human bone (unburnt),Uncal: 3375±35; Cal: 1740 to 1645 cal BC,"SUERC-30872; Human bone: femur shaft fragment (Sk 3); 3375±35; 1740 to 1645 cal BCSee Lelong 2018, table 8 for further details"
91282,3440,35,1750 to 1675 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-30873,,Human bone (unburnt),Uncal: 3440±35; Cal: 1750 to 1675 cal BC,"SUERC-30873; Human bone: infant femur (Sk 3); 3440±35; 1750 to 1675 cal BCSee Lelong 2018, table 8 for further details"
91291,3435,35,1745 to 1655 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-30853,,Human bone (unburnt),Uncal: 3435±35; Cal: 1745 to 1655 cal BC,"SUERC-30853; Human bone: left rib; Ê3435±35 BP; 1745 to 1655 cal BC (95% confidence)See Lelong 2018, table 8 for further details"
