GID_ref,HER_reference_ID,HER_reference_type,Reference_type,Authors,Year,Main_title,Editors,Edited_volume_title,Journal_title,Journal_volume,Monograph_series_details,Start_page,End_page,Publisher,Place_of_publication,Report_no,OASIS_no,DOI,URL,Date_accessed
72564,,,Report,,,,,,,,,,,,,,,,http://www.ucl.ac.uk/archaeologyse/resources/report-library/pdf-library-table-kent,28/09/2017
72565,,,Journal Article,"Worsfold, F.",1926,"Observations on the provenance of the Thames Valley Pick, Swalecliffe, Kent",,,Proceedings of the Prehistoric Society of East Anglia,5(2),,224,230,,,,,doi:10.1017/S0958841800025448,,29/09/2017
72566,,,Report,"Jones, G.",2006,"The later prehistoric pottery from East of Newlands, Charing, Kent (ARC 430 99/80+000)",,,,,,,,Oxford Wessex Archaeology,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/reference.cfm,29/09/2017
72567,,,Journal Article,"Stead, I. ",1986,"A group of Iron Age barrows at Cowlam, North Humberside",,,The Yorkshire Archaeological Journal ,58,,5,15,,,,,,,
72568,,,Book,"Giles, M.",2012,"A Forged Glamour: Landscape, Identity and Material Culture in the Iron Age",,,,,,,,Windgather,Bollington,,,,,
72569,,,Journal Article,"Parfitt, K.",1994,"A possible Bronze Age grave at Walmer, 1910",,,Kent Archaeological Review,116 (Summer 1994),,133,135,,,,,,,
72570,,,Journal Article,"Alexander, J.",1961,"The excavation of the Chestnuts megalithic tomb at Addington, Kent",,,Archaeologia Cantiana,76,,1,57,,,,,,https://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.076%20-%201961/076-01.pdf,13/02/2018
72571,,,Journal Article,,1950,Kentish Megalith types,,,Archaeologia Cantiana,63,,,,,,,,,,
72573,,,Journal Article,"Bradshaw, J.",1971,Is it a barrow?,,,Kent Archaeological Review,Autumn,,,,,,,,,,20/10/2017
72574,,,Journal Article,"Smith, I. and Philp, B. ",,"A New Neolithic Site at Cheriton, Folkestone",,,Kent Archaeological Review,42,,,,,,,,,http://cka.moon-demon.co.uk/KAR042/KAR042_Folkestone.htm,20/10/2017
72575,,,Journal Article,"Payne, G.",1902,"Researches & Discoveries in Kent, 1900-1901",,,Archaeologia Cantiana,25,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/025-1902/025-lix.pdf,20/10/2017
72577,,,Journal Article,"Bradshaw, J.",1972,Investigations and Excavations during the Year,,,Archaeologia Cantiana,87,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.087%20-%201972/088-16.pdf,20/10/2017
72579,,,Journal Article,"Ogilvie, J.D.",1977,the Stourmouth-Adisham water-main trench ,,,Archaeologia Cantiana,93,,,,,,,,,,
72582,,,Journal Article,"Payne, G.",1911,Researches and discoveries in Kent 1908-1910,,,Archaeologia Cantiana,29,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.029%20-%201911/029-1xxvi.pdf,27/10/2017
72583,,,Journal Article,"Stebbing, W.P.D.",1951,Researches and discoveries in Kent,,,Archaeologia Cantiana,64,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.064%20-%201951/064-17.pdf,27/10/2017
72584,,,Journal Article,"Parfitt, K.; Needham, S.",2007,"Excavations at Ringlemere Farm, Woodnesborough, 2002-2006",,,Archaeologia Cantiana ,127,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/127-2007/03/44.htm,30/10/2017
72585,,,Journal Article,"Wenham, P.",1960,"Iron Age 'A' pottery at Kilnsea, near Hornsea",,,Yorkshire Archaeological Journal,40 (158),,310,313,,,,,,,
72586,,,Book Section,"Manby, T.",1980,Bronze Age Settlement in Eastern Yorkshire,"Barrett, J.; Bradley, R.",Settlement and Society in the British Later Bronze Age,,,BAR British Series 83 (ii),307,370,Archaeopress,Oxford,,,,,
72587,,,Book,"Challis, A.; Harding, D.",1975,Later prehistory from the Trent to the Tyne,,,,,British Archaeological Report British Series 20 (Vol. 2),,,Archaeopress,Oxford,,,,,
72588,,,Journal Article,"Sheppard, T.",1949,Miniature Bronze Age cinerary urns,,,Transactions of the East Riding Antiquarian Society,29,,1,4,,,,,,,
72589,,,Journal Article,"Manby, T.",1988,Excavation and Field Archaeology in Eastern Yorkshire: the Thwing project 1973–1987,,,CBA Forum: The Annual Newsletter of CBA Group 4 ,,,16,18,,,,,,,
72590,,,Journal Article,"Manby, T.",1977,"Thwing, Paddock Hill",,,Yorkshire Archaeological Society Prehistoric Research Section Bulletin,,,,,,,,,,,
72591,,,Journal Article,"Proctor, W.",1855,Hutton-Cranswick,,Proceedings of the Yorkshire Philosophical Society,1,,,185,186,,,,,,https://archive.org/details/proceedingsofyor01york/page/184,09/08/2019
72592,,,Unpublished (Unspecified),"Brewster, T.",1980,The Excavation of Wetwang and Garton Slacks,,,,,,,,East Riding Archaeological Research Committee,Malton,,,,,
72593,,,Report,"Hill, J. D.",2004,"Excavation of an Iron Age Chariot in the Village of Wetwang, East Yorkshire in March/April 2001: Interim Report",,,,,,,,British Museum,London,,,,,
72594,,,Thesis,"Dent, J.",1984,Wetwang Slack: an Iron Age cemetery on the Yorkshire Wolds,,,,,"Unpublished MA Thesis, University of Sheffield",,,,Sheffield,,,,http://etheses.whiterose.ac.uk/1819/,16/11/2017
72596,,,Journal Article,"Garrow, D.; Gosden, C.; Hill, J. D.; Bronk Ramsey, C.",2009,Dating Celtic Art: A major radiocarbon dating programme of Iron Age and Early Roman metalwork in Britain,,,Archaeological Journal,66(1),,79,123,,,,,http://dx.doi.org/10.1080/00665983.2009.11078221,,
72598,,,Thesis,"Adams, S.",2013,The first brooches in Britain: from manufacture to deposition in the Early and Middle Iron Age,,,,,Unpublished PhD thesis,,,University of Leicester,Leicester,,,,https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwicou3n1s_XAhVL0xoKHXGsDmUQFggoMAA&url=https%3A%2F%2Flra.le.ac.uk%2Fbitstream%2F2381%2F28593%2F1%2F2013AdamsSAPhD.pdf&usg=AOvVaw0QenFmPfHFzzrEpXFXvbZ0,21/11/2017
72600,,,Journal Article,"McInnes, I.",1968,"The excavation of a Bronze Age cemetery at Catfoss, East Yorkshire",,,East Riding Archaeologist,1,,2,10,,,,,,,
72601,,,Journal Article,D A White,1973,"The Excavation of Three Round barrows on Chaldon Down, Dorset, 1969",,,,,,,,,,,,,,
72602,,,Journal Article,D A White,1973,"The Excavation of Three Round barrows on Chaldon Down, Dorset, 1969",,,,,,,,,,,,,,
72603,,,Journal Article,D A White,1973,"The Excavation of Three Round barrows on Chaldon Down, Dorset, 1969",,,,,,,,,,,,,,
72604,,,Journal Article,,1907,,,,Transactions of the East Riding Antiquarian Society,14,,,,,,,,,,
72605,,,Journal Article,"Hedges, M.; Aiken, P.",,"A Note on an Inurned Burial from a Barrow on St Catherine's Hill, Christchurch",,,Rescue Archaeology in Hampshire,3,,,,,,,,,,
72606,,,Journal Article,Woodward P.,1981,"A Beaker Burial from Rimbury, Dorset",,,Proceedings of the Dorset Natural History and Archaeological Society,102,,98,100,,,,,,,
72609,,,Journal Article,"Proudfoot, E.",1963,"Report on the excavation of a bell barrow in the parish of Edmondsham, Dorset, England, 1959",,,Proceedings of the Prehistoric Society,29,,395,425,,,,,doi:10.1017/S0079497X00015450,,09/01/2018
72610,,,Journal Article,"Clay, R.",1928,"The excavation of an oval barrow in Hadden's Hill Plantation, Bournemouth",,,Antiquaries Journal,8 (1),,87,89,,,,,doi:10.1017/S0003581500057620,,09/01/2018
72611,,,Journal Article,"Greenfield, E.",1985,The excavation of three round barrows at Puncknowle,,,Proceedings of the Dorset Natural History and Archaeological Society,106,,63,76,,,,,,,
72612,,,Journal Article,"Piggott, S.; Piggott, C.",1944,"Excavation of Barrows on Crichel and Launceston Downs, Dorset",,,Archaeologia,90,,47,80,,,,,,,
72613,,,Journal Article,"Green, M.",1981,"Interim report on the excavation of an unrecorded pond barrow at Down Farm, Gussage St Michael",,,Proceedings of the Dorset Natural History and Archaeological Society,103,,,,,,,,,,
72614,,,Journal Article,"Forde-Johnston, J.",1966,The Dudsbury Barrow and Vessels with Shoulder Grooves in Dorset and Wiltshire,,,Proceedings of the Dorset Natural History and Archaeological Society,87,,126,141,,,,,,,
72616,,,Book,"Barrett, J.; Bradley, R.; Green, M.",1991,"Landscape, Monuments and Society: The Prehistory of Cranbourne Chase",,,,,,,,Cambridge University Press,Cambridge,,,,,
72617,,,Book,"Pitt-Rivers, A.; Gray, H.; Garson, J.",1897,"Excavations in Cranborne Chase, near Rushmore, on the borders of Dorset and Wilts",,,,,Volume IV,,,Harrison and Sons,London,,,,https://ia801906.us.archive.org/11/items/excavationsincra04pitt/excavationsincra04pitt.pdf,
72618,,,Book,"Lynch, F. ",1970,Prehistoric Anglesey: The Archaeology of the Island to the Roman Conquest ,,,,,Studies in Anglesey History 3,,,The Anglesey Antiquarian Society ,"Llangefni, Anglesey",,,,,
72619,,,Book,"Cuttler, R.; Davidson, A.; Hughes, G.",2012,A Corridor through Time: The archaeology of the A55 Anglesey road scheme ,,,,,,,,Oxbow Books,Oxford ,,,,,
72622,,,Book,"Lynch, F.",1970,Prehistoric Anglesey: The Archaeology of the Island to the Roman Conquest ,,,,,Studies in Anglesey History 3,,,The Anglesey Antiquarian Society,"Llangefni, Anglesey",,,,,
72623,,,Journal Article,"Ashbee, P. ",1997,Aylesford's Bronze Age cists and burials ,,,Archaeologia Cantiana,117,,147,160,,,,,,https://www.kentarchaeology.org.uk/Research/Pub/ArchCant/117-1997/117-08.pdf,23/01/2018
72625,,,Journal Article,"Pirie, E.",1958,Researches and discoveries in Kent: Hollingbourne,,,Archaeologia Cantiana,72,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.072%20-%201958/page%20v%20+%20vi%20%20contents.htm,02/02/2018
72627,,,Book,"Clarke, D. L.",1970,Beaker Pottery of Great Britain and Ireland ,,,,,,,,Cambridge University Press,Cambridge,,,,,
72628,,,Book,"Clarke, D. L. ",1970,Beaker Pottery of Great Britain and Ireland ,,,,,,,,Cambridge University Press,Cambridge ,,,,,
72629,,,Unpublished (Unspecified),"Mackey, R.",n.d.,An Archaeological Excavation at Easington. Easington Round Barrow and Neolithic Settlement,,,,,,,,,,,,,http://www.skeals.co.uk/Articles/Archaeological%20Excavation.html,12/06/2018
72630,,,Journal Article,"Thomas, G. W. ",1878,"The opening of some barrows at North Newbold, Yorkshire ",,,Proceedings of the Society of Antiquaries of London ,7,,,,,,,,,file:///C:/Users/ut913686/Downloads/ProceedingsoftheSocietyofAntiquariesofLondon_10618725.pdf,04/02/2018
72631,,,Book,"Clarke, D.",1970,Beaker Pottery of Great Britain and Ireland ,,,,,,,,Cambridge University Press,Cambridge ,,,,,
72633,,,Journal Article,"Calkin, J.",1949-50,Prehistoric Pokesdown,,,Proceedings of the Bournemouth Natural Science Society ,40,,79,88,,,,,,,
72634,,,Journal Article,"Clay, R.",1927,"A Late Bronze Age Urn-field at Pokesdown, Hants.",,,Antiquaries Journal,7(4),,469,484,,,,,doi:10.1017/S0003581500057206,,07/02/2018
72635,,,Unpublished (Unspecified),"Manby, T. G.",,Letter 29.8.1957,,,,,,,,,,,,,,
72636,,,Book,"Longworth, I.",1984,Collared Urns of the Bronze Age in Great Britain and Ireland ,,,,,,,,Cambridge University Press,Cambridge,,,,,
72637,,,Book,"Woodward, A.; Hunter, J.",2015,Ritual in Early Bronze Age Grave Goods ,,,,,,,,Oxbow Books,Oxford ,,,,,
72639,,,Journal Article,"Cunnington, E.",1895,Helstone,,,Proceedings of the Dorset Natural History and Antiquarian Field Club,16,,175,177,,,,,,,
72640,,,Journal Article,"Green, M.",1982,"Second and final interim report on the excavation of an unrecorded pond barrow at Down Farm, Gussage St Michael",,,Proceedings of the Dorset Natural History and Archaeological Society,104,,170,172,,,,,,,
72641,,,Journal Article,"Hearne, C.",1992,Observations on a pipeline: Sturminster Marshall to Blandford St Mary,,,Proceedings of the Dorset Natural History and Archaeological Society,113,,168,169,,,,,,,
72642,,,Journal Article,"Cox, P.",1993,Evaluation of land near Evershot and Stockwood in advance of A37 road improvements,,,Proceedings of the Dorset Natural History and Archaeological Society,114,,234,,,,,,,,
72643,,,Journal Article,"Valentin, J.",1995,C13 improvement and Melbury Abbas bypass scheme,,,Proceedings of the Dorset Natural History and Archaeological Society,116,,120,,,,,,,,
72645,,,Book,"Peterson, F.",1981,"The Excavation of a Bronze Age Cemetery on Knighton Heath, Dorset",,,,,BAR British Series 98,,,British Archaeological Reports,Oxford,,,,,
72647,,,Journal Article,"Manby, T.",1973,Letter: Finds of two Food Vessels and Accessory cup ,,,Yorkshire Archaeological Journal,45,,,,,,,,,,
72650,,,Journal Article,"Manby, T.G. ",1973,Letter: Finds of two Food Vessels and Accessory cup ,,,Yorkshire Archaeological Journal ,45,,,,,,,,,,
72651,,,Journal Article,"Proctor, W.",1855,"Report of the Proceedings of the Yorkshire Antiquarian Club, in the Excavation of Barrows from the Year 1849",,,Proceedings of the Yorkshire Philosophical Society ,Annual Report 1855 (II),,176,189,,,,,,,
72652,,,Book,"Piggott, S. ",1954,The Neolithic Cultures of the British Isles ,,,,,,,,Cambridge University Press,Cambridge ,,,,,
72655,,,Journal Article,"Calkin, B.",1933,"A Late Bronze Age urnfield at Kinson, Dorset",,,Proceedings of the Dorset Natural History and Archaeological Society,54,,79,86,,,,,,,
72656,,,Journal Article,"Hedges, J.",1974,"Two sandstone objects from the ditch of a barrow at Kinson, Bournemouth",,,Proceedings of the Dorset Natural History and Archaeological Society,,,84,86,,,,,,,
72657,,,Journal Article,"Hedges, J.; Arnold, C.; Hedges, M.",1975,"Excavation of a barrow and associated urnfield at Fairway Caravan Park, Bournemouth",,,Rescue Archaeology in Hampshire,3,,5,34,,,,,,,
72658,,,Journal Article,"Knocker, G.",1959,"Excavation of three round barrows at Kinson, near Bournemouth",,,Proceedings of the Dorset Natural History and Archaeological Society,80,,133,145,,,,,,,
72659,,,Journal Article,"Parke, A.",1952,"The excavation of a bell-barrow on Oakley Down, Wimborne St Giles",,,Proceedings of the Dorset Natural History and Archaeological Society,73,,103,104,,,,,,,
72660,,,Journal Article,"Parke, A.",1951,"Barrows on Oakley Down, Wimborne St Giles ",,,Proceedings of the Dorset Natural History and Archaeological Society,72,,91,92,,,,,,,
72661,,,Journal Article,"Parke, A.",1955,"The excavation of a bell barrow, Oakley Down, Wimborne St Giles",,,Proceedings of the Dorset Natural History and Archaeological Society,75,,36,44,,,,,,,
72663,,,Journal Article,"Farrar, R.",1956,"Barrows opened in 1912 at Wellwood Farm, Beaminster",,,Proceedings of the Dorset Natural History and Archaeological Society,77,,136,137,,,,,,,
72664,,,Journal Article,"Farrar, R.",1956,Miscellaneous discoveries and accessions,,,Proceedings of the Dorset Natural History and Archaeological Society,77,,150,154,,,,,,,
72666,,,Journal Article,"Field, N.",1967,A Bronze Age Burial Urn from Willett Road near Wimborne,,,Proceedings of the Dorset Natural History and Archaeological Society,88,,105,106,,,,,,,
72667,,,Journal Article,"Farrar, R.",1953,"Acheulean artefacts and wood and a preserved Late Bronze Age burial urn frmo a gravel pit near Bear Wood, Poole",,,Proceedings of the Dorset Natural History and Archaeological Society,74,,106,107,,,,,,,
72668,,,Journal Article,"Hearne, C.; Birbeck, V.",1997,"The Canford Magna golf course project, 1993-1994",,,Proceedings of the Dorset Natural History and Archaeological Society,118,,35,50,,,,,,,
72669,,,Book,"Popham, D; Popham, R.",1985,Book of Bournemouth,,,,,,,,Barracuda Books,Buckingham,,,,,
72671,,,Journal Article,"Cox, T.",1885,"Notes of an antiquarian discovery ade at Moordown, December 1873",,,Proceedings of the Hampshire Field Club,1,,47,48,,,,,,,
72672,,,Journal Article,"Wallace, W.",1923,A discovery of urns at Moordown,,,Proceedings of the Bournemouth Natural Science Society,15,,71,,,,,,,,
72673,,,Journal Article,"Manning, A.; Northcott, D.",2004,"Overcombe Down, Preston sewerage",,,Proceedings of the Dorset Natural History and Archaeological Society,125,,166,167,,,,,,,
72674,,,Journal Article,"Gardiner, J.",2004,"Overcombe Down, Preston sewerage rising main",,,Proceedings of the Dorset Natural History and Archaeological Society,125,,167,,,,,,,,
72675,,,Book,"Ladle, L.; Woodward, A.",2009,"Excavations at Bestwall Quarry, Wareham 1992-2005",,,,,Dorset Natural History and Archaeological Society Monograph 19,,,Dorset Natural History & Archaeological Society.,Dorchester,,,,,
72676,,,Journal Article,"Martin, P.",2008,"Manor Farm Quarry, Melbury Abbas",,,Proceedings of the Dorset Natural History and Archaeological Society,129,,188,,,,,,,,
72677,,,Book,"Miles, W.",1826,"A Description of the Deverel barrow, Opened A.D. 1824: Also, a Minute Account of the Kimmeridge Coal Money, a Most Mysterious and Nondescript Article",,,,,,,,Nichols,London,,,,,
72678,,,Book,"Ashbee, P.",1960,The Bronze Age Round Barrow in Britain: An Introduction to the Study of the Funerary Practice and Culture of the British and Irish Single-grave People of the Second Millennium B.C.,,,,,,,,Phoenix House,London,,,,,
72680,,,Journal Article,"Calkin, J.",1967,Some records of barrow excavations re-examined,,,Proceedings of the Dorset Natural History and Archaeological Society,88,,128,148,,,,,,,
72681,,,Journal Article,"Fitzpatrick, A.",1997,"A 1st-centruy AD 'Durotrigian' Inhumation Burial with a Decorated Iron Age Mirror from Portesham, Dorset",,,Proceedings of the Dorset Natural History and Archaeological Society,118,,51,70,,,,,,,
72682,SDO12588,,Journal Article,"Aitken, G.; Aitken, G.",1991,"Excavations at Whitcombe, 1965-1967  ",,,Proceedings of the Dorset Natural History and Archaeological Society,112,,57,94,,,,,,,
72683,,,Journal Article,"Aitken, G.",1968,"Third interim report on excavations at Whitcombe, Dorset",,,Proceedings of the Dorset Natural History and Archaeological Society,89,,126,127,,,,,,,
72684,,,Journal Article,"Murden, J.",2014,The Langton Herring mirror and grave goods,,,Proceedings of the DorsetNatural History and Archaeological Society,135,,205,208,,,,,,,
72685,SD014247,,Book,"Wainwright, G.",1979,Gussage All Saints. An Iron Age Settlement in Dorset,,,,,,,,Her Majesty’s Stationery Office,London,,,,,
72686,,,Journal Article,"Redfern, R.",2016,"Mobility and incremental dental dietary analysis of seven elite individuals from late Iron Age Dorset, England",,,PAST,83 (Summer 2016),,11,12,,,,,,,
72687,,,Book,"Dinwiddy, K.; Bradley, P.",2011,"Prehistoric activity and a Romano-British settlement at Poundbury Farm, Dorchester, Dorset",,,,,Wessex Archaeology Report 28,,,Wessex Archaeology.,Salisbury,,,,,
72689,,,Book,"Wheeler, M.",1943,"Maiden Castle, Dorset",,,,,Reports of the Research Committee of the Society of Antiquaries of London No. 12,,,"OUP for the Society of Antiquaries, London",London; Oxford,,,,,
72690,,,Book,"Sharples, N.; Ambers, J.",1991,Maiden Castle: Excavations and Field Survey 1985-6 ,,,,,English Heritage Archaeological Report 19,,,English Heritage,London,,,,,
72691,,,Journal Article,"Redfern, R.",2011,"A re-appraisal of the evidence for violence in the late Iron Age humanremains from Maiden Castle hillfort, Dorset, England",,,Proceedings of the Prehistoric Society,77,,111,138,,,,,,,
72692,,,Journal Article,"Redfern, R.; Chamberlain, A.",2011,A demographic analysis of Maiden Castlehillfort: evidence for conflict in the late Iron Age and early Roman period,,,International Journal of Paleopathology,1,,68,73,,,,,,,
72693,,,Journal Article,"Jones, A.",2009-10,"Excavation of a barrow on Constantine Island, St Merryn, Cornwall",,,Cornish Archaeology,49-9,,67,97,,,,,,,
72694,,,Report,,2011,North Cornwall STW Pipeline Archaeological Mitigation Archive Report,,,,,,,,Cornwall Historic Environment Service,Truro,Report No. 2011R104,,,,
72695,,,Book,"Joy, J.",2010,Iron Age Mirrors: A Biographical Approach,,,,,BAR British Series 518,,,Archaeopress,Oxford,,,,,
