GID,GID_gg,HER_finds_ID,Object_category,HER_object_montype,HER_object_findtype,Object_type_code,Object_type,Object_type_specific,Object_description,Metalwork_phase,Object_completeness,Object_condition,Object_orientation,Object_body_relationship,Object_placement_broad,Object_placement_specific,Decorated_object,Old_object,Materials_summary,Related_GID_hr,Current_museum_location,Museum_accession_number,PAS_ID,PAS_URL,Related_Event_ID
73907,76530,,Chariot/horse gear,,,65,Chariot/Cart Fitting (Unknown/Unspecified/Set),,"Arras (Stead 1979) Grave A2: Objects: iron: cart fittings (9) (around body)biographical details: The bronze disk was attached to wood, and Stillingfleet (1846: 30) thought it was part of a shield; though Stead (1979:55) thinks it could be part of the vehicle adornement. The bronze case function remains unknown (hypothesis range from it being a case to the antler linch-pin to the end of the pole). Could it really haven been a shield?",N/a,Unknown,Unknown,Unknown,Direct,Alongside body,around body,,,"Iron, Bronze/Cu Alloy [Copper Alloy], Wood (Uncertain/Unspecified)",73446,Unknown,,,,1481
73907,76531,,Pin/point/brooch_p,,,137,Point (Unknown/Unspecified),,Arras (Stead 1979) Grave A2: Objects: animal bone: worked bone points (over body);,N/a,Unknown,Unknown,Unknown,Direct,On top of body,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],73446,Unknown,,,,1481
73908,76532,,Chariot/horse gear,,,64,Chariot/Cart,,Arras (Stead 1979) Grave A3: Objects: wood: cart;,N/a,Unknown,Unknown,Unknown,Direct,Alongside body,,,,"Wood (Uncertain/Unspecified), Iron, Bronze/Cu Alloy [Copper Alloy]",73447,British Museum,"1877,1016.3-6",,,
73908,76533,,Chariot/horse gear,,,65,Chariot/Cart Fitting (Unknown/Unspecified/Set),,Arras (Stead 1979) Grave A3: Objects: cu-alloy: cart fittings (undifferentiated) (2) (around body); iron: cart fittings (undifferentiated) (7) (around body)BM finds: Lady's BarrowNB since the 'cart fittings' clearly also included 'horse gear' a separate object record is made here to represent the 'horse gear'.,N/a,Unknown,Unknown,Unknown,Direct,Alongside body,around body,,,"Bronze/Cu Alloy [Copper Alloy], Iron",73447,British Museum,,,,
73908,76534,,Chariot/horse gear,,,112,Horse Gear (Unknown/Unspecified/Set),,"Arras (Stead 1979) Grave A3: Objects: cu-alloy: cart fittings (undifferentiated) (2) (around body); iron: cart fittings (undifferentiated) (7) (around body)These include a possible whip and a terretNB since the 'cart fittings' clearly also included 'horse gear' a separate object record is made here to represent the 'horse gear'.biographical details: There is a concensus that the bronze cap found, subsequently lost, is the metal end of a whip shank (Greenwell 1877: 456; Stead 1965:91; 1979:55).BM finds: Lady's Barrow",N/a,Unknown,Unknown,Unknown,Direct,Alongside body,around body,,,"Bronze/Cu Alloy [Copper Alloy], Iron",73447,British Museum,"1877,1016.9-11",,,
73908,76536,,Animal bone,,,237,Animal Joint/Part (Other specified part),,Arras (Stead 1979) Grave A3: Objects: animal bone: pig (forelimb and skull) (x2) (by face or back of head); BM finds: Lady's Barrow,N/a,Unknown,Unknown,Unknown,Direct,Head,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],73447,Unknown,,,,
73908,76537,,Animal bone,,,237,Animal Joint/Part (Other specified part),,Arras (Stead 1979) Grave A3: Objects: animal bone: pig (forelimb and skull) (x2) (by face or back of head); BM finds: Lady's Barrow,N/a,Unknown,Unknown,Unknown,Direct,Head,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],73447,Unknown,,,,
73909,76539,,Jewellery,,,179,Ring (Hand/Toe/Ear),Ring (Finger),Arras (Stead 1979) Grave A4: Objects: gold: finger ring;biographical details: Gold ring was lost.,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Gold,73448,Unknown,,,,
73909,76540,,Pin/point/brooch_b,,,42,Brooch (Specified type),,Arras (Stead 1979) Grave A4: Objects: cu-alloy: arched bow brooch (LT I-II) (type A/type 1) (on chest)BM and Yorkshire Museum finds: Queen's Barrowbiographical details: Coral present in the brooch,La Tène I-II (La Tène B-C),Unknown,Unknown,Unknown,Direct,Torso,,,,"Bronze/Cu Alloy [Copper Alloy], Coral/Shell [Coral]",73448,Unknown,,,,
73909,76541,,Other,,,73,Cosmetic Set,,"Arras (Stead 1979) Grave A4: Objects: cu-alloy: ring-headed pin (type 1-3) (LT I-II), tweezers, pin (type not specified),biographical details: Tweezers and ring-headed pins were part of a toilet-set. Coral present in the brooch, pendant [toilet set? XX check) and possibly bracelets.BM and Yorkshire Museum finds: Queen's Barrow",La Tène I-II (La Tène B-C),Unknown,Unknown,Unknown,Unknown,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Coral/Shell [Coral]",73448,Unknown,,,,
73909,76542,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave A4: Objects: cu-alloy: bracelet with mortice and tenon (type 4) (2), biographical details: Coral present in the brooch, pendant and possibly bracelets.BM and Yorkshire Museum finds: Queen's Barrow",N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Coral/Shell [Coral]",73448,Unknown,,,,
73909,76543,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave A4: Objects: cu-alloy: bracelet with mortice and tenon (type 4) (2), biographical details: Coral present in the brooch, pendant and possibly bracelets.BM and Yorkshire Museum finds: Queen's Barrow",N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Coral/Shell [Coral]",73448,Unknown,,,,
73909,76544,,Jewellery,,,177,Ring (Hand/Toe/Ear),,Arras (Stead 1979) Grave A4: Objects: cu-alloy: ring (type not specified)BM and Yorkshire Museum finds: Queen's Barrow,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],73448,Unknown,,,,
73909,76545,,Jewellery,,,177,Ring (Hand/Toe/Ear),,Arras (Stead 1979) Grave A4: Objects: amber: ring (on chest);BM and Yorkshire Museum finds: Queen's Barrow,N/a,Unknown,Unknown,Unknown,Direct,Torso,,,,Amber,73448,Unknown,,,,
73909,76546,,Jewellery,,,124,Necklace,,"Arras (Stead 1979) Grave A4: Objects: glass: necklace (67) (by ears or neck);biographical details: Blue glass bead necklace originally containing about 100 beads.BM and Yorkshire Museum finds: Queen's Barrow<BM notes>: It is believed that this bead comes from a necklace discovered in the so-called Queen's Barrow at Arras, excavated by Rev E. W. Stillingfleet in 1816 (Stillingfleet 1846, 27-8; Stead 1979, 8). Although the majority of the finds went to the York Museum, who hold 54 of the beads from this necklace, a few of the beads (13) ended up at the British Museum (Stead 1965, note 2 p.59, 102; 1979, 78-9, 98). These are:1873,1219.176-91880,0802.142-41891,0327.1-41892,0421.78<Yorkshire Museum notes>: 54 beads in the Yorkshire Museum (YORYM: 1948.911.1-18, YORYM: 1948.912.1-14, YORYM: 948.914.1-4, YORYM: 1948.917.1-18) are displayed as one necklace, and may be classified in five types: i) 19 blue beads each with three impressed white annulets (many now lack the white inlay); ii) 2 blue beads with 15 impressed white annulets, and one with 12; iii) 14 blue beads with stratified eyes - a white ring with a blue centre, 9 have 12 eyes and 5 have 9; iv) 4 blue beads with white scrolls; v) 14 translucent beads, with a greenish tinge, decorated with white or yellow scrolls.",N/a,Unknown,Unknown,Unknown,Direct,Head,By ears/neck,,,Glass,73448,Yorkshire Museum,,,,
73910,76547,,Jewellery,,,209,Torc,,Arras (Stead 1979) Grave A5: Objects: cu-alloy: torc; stone: jet beads (9)biographical details: Greenwell (1906: 301) mentions that the jet beads were part of the torc/necklace.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Jet/Lignite/Shale/Coal [Jet]",74470,Unknown,,,,
73910,76548,,Other,,,86,Disc,,"Arras (Stead 1979) Grave A5: Objects: cu-alloy: discbiographical details: The disk is described as an ornament similar to a ""little wheel"" with 4 spokes (Greenwell 1906:301; Stead 1979: 84).",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74470,Unknown,,,,
73912,76550,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave A8: Objects: cu-alloy: bracelet with mortice and tenon (type 4),N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74471,Unknown,,,,
73911,76551,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave A6: Objects: cu-alloy: bracelet with mortice and tenon (type 4) (2)biographical details:  Bracelets had a central ornament of stone or glass which wasn’t found. Stead (1979) lists bracelets but omitted them from his catalogue.NB one bracelet is assigned a material type stone; the other a material type glass (in addition to cu-alloy),N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Stone (Uncertain/Unspecified)",73449,Unknown,,,,
73911,76552,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave A6: Objects: cu-alloy: bracelet with mortice and tenon (type 4) (2)biographical details: Bracelets had a central ornament of stone or glass which wasn’t found. Stead (1979) lists bracelets but omitted them from his catalogue.NB one bracelet is assigned a material type stone; the other a material type glass (in addition to cu-alloy),N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Glass",73449,Unknown,,,,
73911,76553,,Pin/point/brooch_b,,,42,Brooch (Specified type),,Arras (Stead 1979) Grave A6: Objects: cu-alloy: broochbiographical details: The brooch description (Greenwell 1906:301) seems to be of a Type K (solid foot catch-plate) brooch (LT III).,La Tène III (La Tène D),Unknown,Unknown,Unknown,Unknown,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],73449,Unknown,,,,
73911,76554,,Jewellery,,,178,Ring (Hand/Toe/Ear),Ring (Ear),Arras (Stead 1979) Grave A6: Objects: cu-alloy: earring,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],73449,Unknown,,,,
73913,76555,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave A9: Objects: cu-alloy: bracelet with abutting terminals (type 2) biographical details: Signs of wear in the bracelet.BM finds description: Copper alloy bracelet. The inside of the bracelet is convex and plain. The outside is modelled into a series of 23 oval beads/knobs, each divided by three fine grooves. The circle is broken by a gap running along the length of one of the beads, but this is so tightly closed as to be almost invisible. The bracelet shows little sign of wear.",N/a,Unknown,Worn,Unknown,Missing,Unknown,,Y,,Bronze/Cu Alloy [Copper Alloy],74472,British Museum,"18,800,802.14",,,
10115,76556,,Pot,,,152,Pot,Food Vessel,Food Vessel with twisted cord decoration with inhumation; only 10cm diam; unusual shape & thick fabricMiniature Food Vessel . Finds were apparently sent to  Plymouth Musuem but cannot now be located (b1).,N/a,Complete,Unknown,Upright,Direct,Head,under chin & between knees of tightly crouched burial ,,,Pottery,73450,,,,,1297
73914,76563,,Animal bone,,,9,Animal Joint/Part,Limb,"Arras (Stead 1979) Grave Stead 90: Objects: animal bone: pig (skull, forelimb) (on or by the head or upper torso);",N/a,Unknown,Unknown,Unknown,Direct,Torso,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],73453,Unknown,,,,
73915,76564,,Jewellery,,,177,Ring (Hand/Toe/Ear),,Arras (Stead 1979) Grave W17: Objects: cu-alloy: ring (type not specified) (x2),N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74473,Unknown,,,,
73915,76565,,Jewellery,,,177,Ring (Hand/Toe/Ear),,Arras (Stead 1979) Grave W17: Objects: cu-alloy: ring (type not specified) (x2),N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74473,Unknown,,,,
73917,76566,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave W24: Objects: cu-alloy: bracelet with mortice and tenon (type 4) (x2) biographical details: Red colour: one bracelet had a circular bezel of ""reddish stone"" (Stead, 1979: 73).",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Stone (Uncertain/Unspecified)",74474,Unknown,,,,
73917,76567,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave W24: Objects: cu-alloy: bracelet with mortice and tenon (type 4) (x2) biographical details: Red colour: one bracelet had two bezels of ""red vitreous enamel"" (Stead, 1979: 73).",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Enamel",74474,Unknown,,,,
73918,76568,,Mirror,,,119,Mirror,,Arras (Stead 1979) Grave W36 (A7?): Objects: iron: mirror?;biographical details: Possibly the A7 mirror.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Iron,74475,Unknown,,,,
10119,76569,,Pot,,,145,Pot,Beaker/Food Vessel Hybrid,Hybrid Beaker-Food Vessel sherds - disturbed pot. sherds are fingernail pinched decoration of Beaker/EBA date - they had been disturbed ,N/a,Fragment(s),Unknown,Unknown,Unknown,Unknown,Disturbed but in grave pit ,,,Pottery,73454,Royal Cornwall Museum,,,,384
10119,76570,,Flint tool,,,95,Blade,,small flint blade from pit  - probably originally beside cremation ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,,,,Chert / Flint [Flint],73454,Royal Cornwall Museum,,,,384
10119,76571,,Other,,,225,Assemblage,,Quartz pebbles in pit ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,In pit ,,,Quartz/Quartzite,73454,Unknown,,,,384
73919,76572,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave W43: Objects: cu-alloy: bracelet with abutting terminals (type 2),biographical details: Knobbed decoration in both bracelets.",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,Y,,Bronze/Cu Alloy [Copper Alloy],74476,Unknown,,,,
73919,76573,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave W43: Objects: cu-alloy: solid bracelet (type 1) biographical details: Knobbed decoration in both bracelets.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74476,Unknown,,,,
73920,76574,,Pin/point/brooch_b,,,42,Brooch (Specified type),,Arras (Stead 1979) Grave W45: Objects: iron: penannular brooch (type L/type 8) (LT II-III);,La Tène II-III (La Tène C-D),Unknown,Unknown,Unknown,Unknown,Unknown,,,,Iron,73455,Unknown,,,,
73921,76575,,Jewellery,,,129,Pendant,,Arras (Stead 1979) Grave W57: Objects: cu-alloy: pendantbiographical details: miniature axe is believed to be a pendant,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],73456,Unknown,,,,
73921,76576,,Jewellery,,,177,Ring (Hand/Toe/Ear),,Arras (Stead 1979) Grave W57: Objects: cu-alloy: ring (type not specified) ,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],73456,Unknown,,,,
73921,76577,,Jewellery,,,30,Bead(s),,Arras (Stead 1979) Grave W57: Objects: stone: jet bead; amber: bead; glass: bead(s) (1);biographical details: Blue colour (bead),N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"Amber, Jet/Lignite/Shale/Coal [Jet], Glass",73456,Unknown,,,,
10120,76578,,Pot,,,167,Pot,Trevisker,"Larger of the two urns contained the cremated bones. Trevisker Barrel urn with 4 small lugs inverted; 30cm tall with chevrons dec - Coll Urn derived Chevron decoration restricted to neck and above the small perforated lugs 315mm tall and 120mm diameter Patchett 1946: 33: C.3  <The large urn from Trevelloe (fig. 7, C3) has a softened profile and weak rim ; its paste has large grit and shows angular fractures.Its decoration is interesting, being of a more complicated design than usual, the chevrons forming oculi. This would seem to show an Irish influence, as related ornament occurs on a Food-vessel from Killadron, Beragh, Co. Tyrone, now in Belfast Museum.. This form of ornament has a long history, being found on potteryfrom corbelled passage-graves at Monge (Cintra) in Portugal and also at Los Millares (Almeria) in Spain. On the Trevelloe urn there are pendent triangles below the chevrons. The urn has four small ribbon handles. Its outline, rim, and handles place it late in the series",N/a,Almost complete,Unknown,Inverted,Direct,Container of body,,,,Pottery,73457,Royal Cornwall Museum,,,,1298
